file_accession	tier	file_set	donors	days	donor_days	content_type	file_format	size_bytes	md5sum	download_url	s3_uri
IGVFFI8655QBHA	processed	IGVFDS7824ICDV	C38	12	C38:12	cell by position methylation count matrix	h5ad	10747696688	22d111622307efd975a516da34877c72	https://api.data.igvf.org/matrix-files/IGVFFI8655QBHA/@@download/IGVFFI8655QBHA.h5ad	s3://igvf-public/2026/02/17/d56ddb62-614f-4927-aaa5-d3c5f4d62911/IGVFFI8655QBHA.h5ad
IGVFFI1163ZLRL	processed	IGVFDS7824ICDV	C38	12	C38:12	methylation counts	tsv	151565891	6b5a4372a201e301fb0b849a5e1c69ff	https://api.data.igvf.org/tabular-files/IGVFFI1163ZLRL/@@download/IGVFFI1163ZLRL.tsv.gz	s3://igvf-public/2026/01/28/f9bdd72c-2203-4f89-82ca-835e36f9aa3f/IGVFFI1163ZLRL.tsv.gz
IGVFFI6845PAAW	processed	IGVFDS7824ICDV	C38	12	C38:12	per-cell quality report	tsv	718466	6003670d0a0faf6ac5628c1279c3fbcd	https://api.data.igvf.org/tabular-files/IGVFFI6845PAAW/@@download/IGVFFI6845PAAW.tsv.gz	s3://igvf-public/2026/07/31/d61d2775-3181-42b1-9d1e-2702011c902a/IGVFFI6845PAAW.tsv.gz
IGVFFI0514ZBLJ	processed	IGVFDS0905MHBK	C38	1	C38:1	alignments	bam	4121307770	5f6b1fb1b2e570006954f10de6e22e02	https://api.data.igvf.org/alignment-files/IGVFFI0514ZBLJ/@@download/IGVFFI0514ZBLJ.bam	s3://igvf-public/2026/02/03/418f0cdc-ed4f-467a-b985-92e6ca5c904d/IGVFFI0514ZBLJ.bam
IGVFFI5140BTQE	processed	IGVFDS0905MHBK	C38	1	C38:1	alignments	bam	39048709293	e32c9b1b8c70a8800a0124a62faf3df5	https://api.data.igvf.org/alignment-files/IGVFFI5140BTQE/@@download/IGVFFI5140BTQE.bam	s3://igvf-public/2026/01/28/a0f341ea-7041-4782-8ade-e64d5ab2e1fc/IGVFFI5140BTQE.bam
IGVFFI3783JCMX	processed	IGVFDS0905MHBK	C38	1	C38:1	cell by bin methylation count matrix	h5ad	71701088	7ff1238ec839097316295f73af32f6e3	https://api.data.igvf.org/matrix-files/IGVFFI3783JCMX/@@download/IGVFFI3783JCMX.h5ad	s3://igvf-public/2026/01/28/007dca7a-57e7-4839-9d86-239ea935eea2/IGVFFI3783JCMX.h5ad
IGVFFI9758BEOI	processed	IGVFDS0905MHBK	C38	1	C38:1	cell by gene matrix	h5ad	46440168	1524893c7842b14a87ab722c3fa4f6e6	https://api.data.igvf.org/matrix-files/IGVFFI9758BEOI/@@download/IGVFFI9758BEOI.h5ad	s3://igvf-public/2026/01/28/9b1234e0-8dd6-4c65-96c0-acd4807b919d/IGVFFI9758BEOI.h5ad
IGVFFI0529OWHF	processed	IGVFDS0905MHBK	C38	1	C38:1	cell by position methylation count matrix	h5ad	9142730632	043b03da7433f4c85e4092ddec809d6a	https://api.data.igvf.org/matrix-files/IGVFFI0529OWHF/@@download/IGVFFI0529OWHF.h5ad	s3://igvf-public/2026/02/17/ba4e94bc-1bc7-4107-a640-35e563b5de27/IGVFFI0529OWHF.h5ad
IGVFFI8036UAPV	processed	IGVFDS0905MHBK	C38	1	C38:1	methylation counts	tsv	147710742	0e0b99e6515ec14474651412bfca464c	https://api.data.igvf.org/tabular-files/IGVFFI8036UAPV/@@download/IGVFFI8036UAPV.tsv.gz	s3://igvf-public/2026/01/28/d0154065-c364-4011-8e91-ab22b7a31cae/IGVFFI8036UAPV.tsv.gz
IGVFFI2083ZROF	processed	IGVFDS0905MHBK	C38	1	C38:1	per-cell quality report	tsv	701355	20cbaed2b259c2d3398fde5688aafd9d	https://api.data.igvf.org/tabular-files/IGVFFI2083ZROF/@@download/IGVFFI2083ZROF.tsv.gz	s3://igvf-public/2026/07/31/a7daac4a-a074-4e55-ab2e-7f815132ee5d/IGVFFI2083ZROF.tsv.gz
IGVFFI4832JINZ	processed	IGVFDS6093QULG	C38	3	C38:3	alignments	bam	4586074601	fb111977417724eea1b085e8f448a718	https://api.data.igvf.org/alignment-files/IGVFFI4832JINZ/@@download/IGVFFI4832JINZ.bam	s3://igvf-public/2026/02/03/2ba64cc5-d957-4482-a8fd-c26e6994db2c/IGVFFI4832JINZ.bam
IGVFFI8498AEAK	processed	IGVFDS6093QULG	C38	3	C38:3	alignments	bam	46934804704	2f6346bc6a619cfc02a2401031a216c2	https://api.data.igvf.org/alignment-files/IGVFFI8498AEAK/@@download/IGVFFI8498AEAK.bam	s3://igvf-public/2026/01/28/efc3c0a6-2b79-4816-b08b-af8682f911e7/IGVFFI8498AEAK.bam
IGVFFI3559SCLG	processed	IGVFDS6093QULG	C38	3	C38:3	cell by bin methylation count matrix	h5ad	70550528	f8667a5bf97224e05a6f1a6a02288d1f	https://api.data.igvf.org/matrix-files/IGVFFI3559SCLG/@@download/IGVFFI3559SCLG.h5ad	s3://igvf-public/2026/01/28/d9ccb21a-2981-4344-8cde-08e410c2970a/IGVFFI3559SCLG.h5ad
IGVFFI1479VMIJ	processed	IGVFDS6093QULG	C38	3	C38:3	cell by gene matrix	h5ad	45518548	c25ec99422ec72ddaad622a85ac96ee5	https://api.data.igvf.org/matrix-files/IGVFFI1479VMIJ/@@download/IGVFFI1479VMIJ.h5ad	s3://igvf-public/2026/01/28/a20330f3-213e-46c2-ba97-a40308936029/IGVFFI1479VMIJ.h5ad
IGVFFI6945MASL	processed	IGVFDS6093QULG	C38	3	C38:3	cell by position methylation count matrix	h5ad	11008005656	efde9de0d01afa181aa8f9307a09e343	https://api.data.igvf.org/matrix-files/IGVFFI6945MASL/@@download/IGVFFI6945MASL.h5ad	s3://igvf-public/2026/02/17/5488662a-8850-4c83-a2d5-93924d7f870b/IGVFFI6945MASL.h5ad
IGVFFI3301UCGZ	processed	IGVFDS6093QULG	C38	3	C38:3	methylation counts	tsv	151375027	d94510e5da0c7d852371c246807e0a58	https://api.data.igvf.org/tabular-files/IGVFFI3301UCGZ/@@download/IGVFFI3301UCGZ.tsv.gz	s3://igvf-public/2026/01/28/041f8d9c-8ee8-4a34-9a65-e7c66953ca0c/IGVFFI3301UCGZ.tsv.gz
IGVFFI6722DTTB	processed	IGVFDS6093QULG	C38	3	C38:3	per-cell quality report	tsv	752366	8e75b241cd781a32ee534a9099419b8d	https://api.data.igvf.org/tabular-files/IGVFFI6722DTTB/@@download/IGVFFI6722DTTB.tsv.gz	s3://igvf-public/2026/07/31/7375f367-679c-460b-9268-3e5e8ac01765/IGVFFI6722DTTB.tsv.gz
IGVFFI6290JOJV	processed	IGVFDS3991XFOI	C38	5	C38:5	alignments	bam	6486204201	41c01f2061b14bf695d5ab24d42c556f	https://api.data.igvf.org/alignment-files/IGVFFI6290JOJV/@@download/IGVFFI6290JOJV.bam	s3://igvf-public/2026/02/03/3d27a115-b2a5-43c1-a408-2acac6c1af63/IGVFFI6290JOJV.bam
IGVFFI8552UTFU	processed	IGVFDS3991XFOI	C38	5	C38:5	alignments	bam	34019791155	5f73a1d6bc45d4204c9c22ab7d04d887	https://api.data.igvf.org/alignment-files/IGVFFI8552UTFU/@@download/IGVFFI8552UTFU.bam	s3://igvf-public/2026/01/28/efa055dd-9dcf-41e0-93e9-31d6b5192277/IGVFFI8552UTFU.bam
IGVFFI5188EWVM	processed	IGVFDS3991XFOI	C38	5	C38:5	cell by bin methylation count matrix	h5ad	65603120	da5084c7191b83a145544a1e26878b7a	https://api.data.igvf.org/matrix-files/IGVFFI5188EWVM/@@download/IGVFFI5188EWVM.h5ad	s3://igvf-public/2026/01/28/6e79f421-4e01-424c-9b75-fb0dab646c1a/IGVFFI5188EWVM.h5ad
IGVFFI1159TQCF	processed	IGVFDS3991XFOI	C38	5	C38:5	cell by gene matrix	h5ad	48442212	66369f1f21cbd845f8f2f1f725b3d38b	https://api.data.igvf.org/matrix-files/IGVFFI1159TQCF/@@download/IGVFFI1159TQCF.h5ad	s3://igvf-public/2026/01/28/4ec4a1b9-aa03-4b05-8838-2ada0b051b43/IGVFFI1159TQCF.h5ad
IGVFFI2024QOWT	processed	IGVFDS3991XFOI	C38	5	C38:5	cell by position methylation count matrix	h5ad	7970061880	90eec2b486501a3fc36f515cbfe7ccea	https://api.data.igvf.org/matrix-files/IGVFFI2024QOWT/@@download/IGVFFI2024QOWT.h5ad	s3://igvf-public/2026/02/17/6ceff873-beb0-4c36-adf0-2f2b1fc2d156/IGVFFI2024QOWT.h5ad
IGVFFI3270BREE	processed	IGVFDS3991XFOI	C38	5	C38:5	methylation counts	tsv	144934756	34c0cc4beaa2aad80a1774d65bb5602e	https://api.data.igvf.org/tabular-files/IGVFFI3270BREE/@@download/IGVFFI3270BREE.tsv.gz	s3://igvf-public/2026/01/28/84633636-123e-4cc9-b5cf-0a0854ef77e4/IGVFFI3270BREE.tsv.gz
IGVFFI7814KBTD	processed	IGVFDS3991XFOI	C38	5	C38:5	per-cell quality report	tsv	703230	bf755abef2dcbcdbfc97b18eefdeea73	https://api.data.igvf.org/tabular-files/IGVFFI7814KBTD/@@download/IGVFFI7814KBTD.tsv.gz	s3://igvf-public/2026/07/31/5ccee1a5-2be8-4bf1-b44b-f91e027f63c7/IGVFFI7814KBTD.tsv.gz
IGVFFI2454RFTK	processed	IGVFDS7069MXHH	C38	7	C38:7	alignments	bam	4377041231	61a16beaaee94ca212f8b9431e1e5dde	https://api.data.igvf.org/alignment-files/IGVFFI2454RFTK/@@download/IGVFFI2454RFTK.bam	s3://igvf-public/2026/02/03/7e86c40d-cd83-4ce5-95e5-d493aa6e6ee1/IGVFFI2454RFTK.bam
IGVFFI6681ITSB	processed	IGVFDS7069MXHH	C38	7	C38:7	alignments	bam	47521675683	a0bf1a82588a78ffdc50b8d5cee0dcaf	https://api.data.igvf.org/alignment-files/IGVFFI6681ITSB/@@download/IGVFFI6681ITSB.bam	s3://igvf-public/2026/01/28/a3be4d9f-8e4f-4bb0-9cc0-9b3235733f55/IGVFFI6681ITSB.bam
IGVFFI6073XYCO	processed	IGVFDS7069MXHH	C38	7	C38:7	cell by bin methylation count matrix	h5ad	63530064	6692f9e90dc2dcb681d6626d6f91ee7b	https://api.data.igvf.org/matrix-files/IGVFFI6073XYCO/@@download/IGVFFI6073XYCO.h5ad	s3://igvf-public/2026/01/28/6be84797-0c3f-4330-aaaa-2660cd1c70e9/IGVFFI6073XYCO.h5ad
IGVFFI9830YCUH	processed	IGVFDS7069MXHH	C38	7	C38:7	cell by gene matrix	h5ad	40429120	5fe1fdaeb405abf69b6d187e0834b32f	https://api.data.igvf.org/matrix-files/IGVFFI9830YCUH/@@download/IGVFFI9830YCUH.h5ad	s3://igvf-public/2026/01/28/39abf6bd-47ee-4625-a5be-0968d9f093e9/IGVFFI9830YCUH.h5ad
IGVFFI6754CDGK	processed	IGVFDS7069MXHH	C38	7	C38:7	cell by position methylation count matrix	h5ad	10863695288	469ec1b50e42523a168af75d1f8483f9	https://api.data.igvf.org/matrix-files/IGVFFI6754CDGK/@@download/IGVFFI6754CDGK.h5ad	s3://igvf-public/2026/02/17/ea01c104-166c-4e1c-9290-e65e8d27d983/IGVFFI6754CDGK.h5ad
IGVFFI2499UGHE	processed	IGVFDS7069MXHH	C38	7	C38:7	methylation counts	tsv	150730052	cc1edda4fff410c88e38a09e63530795	https://api.data.igvf.org/tabular-files/IGVFFI2499UGHE/@@download/IGVFFI2499UGHE.tsv.gz	s3://igvf-public/2026/01/28/9049c919-192f-4085-9eec-954c697ebec2/IGVFFI2499UGHE.tsv.gz
IGVFFI4252JNWF	processed	IGVFDS7069MXHH	C38	7	C38:7	per-cell quality report	tsv	697436	0f8ad9015d3a33e6357cdb434fce99ad	https://api.data.igvf.org/tabular-files/IGVFFI4252JNWF/@@download/IGVFFI4252JNWF.tsv.gz	s3://igvf-public/2026/07/31/2e8f4983-57d6-4cba-ad89-8fe520fa17f1/IGVFFI4252JNWF.tsv.gz
IGVFFI1339WLBB	processed	IGVFDS9671SLOU	C38	9	C38:9	alignments	bam	7814531225	0637f47dbf38709286cde77ebc691645	https://api.data.igvf.org/alignment-files/IGVFFI1339WLBB/@@download/IGVFFI1339WLBB.bam	s3://igvf-public/2026/02/03/3a34808b-1fdd-473b-87f8-31a1e5b1ef16/IGVFFI1339WLBB.bam
IGVFFI4403VLKH	processed	IGVFDS9671SLOU	C38	9	C38:9	alignments	bam	37046379518	1078d68e08e874e1136214271c2bdb7a	https://api.data.igvf.org/alignment-files/IGVFFI4403VLKH/@@download/IGVFFI4403VLKH.bam	s3://igvf-public/2026/01/28/1a194809-164b-47d0-8903-996d9692289b/IGVFFI4403VLKH.bam
IGVFFI5568HRZK	processed	IGVFDS9671SLOU	C38	9	C38:9	cell by bin methylation count matrix	h5ad	69975248	828f3e38918122b442951b57ad95b350	https://api.data.igvf.org/matrix-files/IGVFFI5568HRZK/@@download/IGVFFI5568HRZK.h5ad	s3://igvf-public/2026/01/28/a7661c13-3428-44cd-a37d-a0d7caedf88b/IGVFFI5568HRZK.h5ad
IGVFFI2219YLNF	processed	IGVFDS9671SLOU	C38	9	C38:9	cell by gene matrix	h5ad	50209272	5888c96a17efc8e9b628f14551014397	https://api.data.igvf.org/matrix-files/IGVFFI2219YLNF/@@download/IGVFFI2219YLNF.h5ad	s3://igvf-public/2026/01/28/018d8a2f-7caf-46af-93b7-ea10dec2b92a/IGVFFI2219YLNF.h5ad
IGVFFI2697NHOV	processed	IGVFDS9671SLOU	C38	9	C38:9	cell by position methylation count matrix	h5ad	8885305152	ac893b70994086ea4f2e79c8ff3f2462	https://api.data.igvf.org/matrix-files/IGVFFI2697NHOV/@@download/IGVFFI2697NHOV.h5ad	s3://igvf-public/2026/02/17/b70b1d2c-ee53-4e28-ae06-4219df965ba6/IGVFFI2697NHOV.h5ad
IGVFFI1816PNZE	processed	IGVFDS9671SLOU	C38	9	C38:9	methylation counts	tsv	138762746	d37c8460f498dc50b6c80738afa3fa7d	https://api.data.igvf.org/tabular-files/IGVFFI1816PNZE/@@download/IGVFFI1816PNZE.tsv.gz	s3://igvf-public/2026/01/28/bb394ce1-fe1e-4d34-9a4f-a8620fa6d6ba/IGVFFI1816PNZE.tsv.gz
IGVFFI3153HNBF	processed	IGVFDS9671SLOU	C38	9	C38:9	per-cell quality report	tsv	724188	641dbcb1264c596669e745cde6b94761	https://api.data.igvf.org/tabular-files/IGVFFI3153HNBF/@@download/IGVFFI3153HNBF.tsv.gz	s3://igvf-public/2026/07/31/eacb5268-5702-47bd-a78f-45866821e7f1/IGVFFI3153HNBF.tsv.gz
IGVFFI6672VNIF	processed	IGVFDS3132OBKA	C39	0	C39:0	alignments	bam	5410479493	ab256b622d0782cb96d59600ef968dc9	https://api.data.igvf.org/alignment-files/IGVFFI6672VNIF/@@download/IGVFFI6672VNIF.bam	s3://igvf-public/2026/02/03/a1aba0ed-64ca-4c0c-b176-17d880660d94/IGVFFI6672VNIF.bam
IGVFFI9506UWLD	processed	IGVFDS3132OBKA	C39	0	C39:0	alignments	bam	37571335856	d6f8e71859dcfdf671ca1b7bff824f46	https://api.data.igvf.org/alignment-files/IGVFFI9506UWLD/@@download/IGVFFI9506UWLD.bam	s3://igvf-public/2026/01/28/3155224e-eb12-456b-a5c8-2231fb179c62/IGVFFI9506UWLD.bam
IGVFFI9183UXJH	processed	IGVFDS3132OBKA	C39	0	C39:0	cell by bin methylation count matrix	h5ad	74922656	e376cce611c4a7f2bfa498f663a25e50	https://api.data.igvf.org/matrix-files/IGVFFI9183UXJH/@@download/IGVFFI9183UXJH.h5ad	s3://igvf-public/2026/01/28/14c24a80-c257-4642-ba6d-8f7162ddaea1/IGVFFI9183UXJH.h5ad
IGVFFI2625VJUV	processed	IGVFDS3132OBKA	C39	0	C39:0	cell by gene matrix	h5ad	46675332	080c03e2552d072eaff519cb44dde330	https://api.data.igvf.org/matrix-files/IGVFFI2625VJUV/@@download/IGVFFI2625VJUV.h5ad	s3://igvf-public/2026/01/28/63529d4b-758d-4436-b09e-e2d7e0329331/IGVFFI2625VJUV.h5ad
IGVFFI1369ESZR	processed	IGVFDS3132OBKA	C39	0	C39:0	cell by position methylation count matrix	h5ad	8856655208	ff2ebf34324fd3df88c454a6342971e3	https://api.data.igvf.org/matrix-files/IGVFFI1369ESZR/@@download/IGVFFI1369ESZR.h5ad	s3://igvf-public/2026/02/17/01a01205-a1d0-4476-947a-8da6754c31c3/IGVFFI1369ESZR.h5ad
IGVFFI5784IBZU	processed	IGVFDS3132OBKA	C39	0	C39:0	methylation counts	tsv	147132646	1c3737c02f3dc18ce671ce8b69692603	https://api.data.igvf.org/tabular-files/IGVFFI5784IBZU/@@download/IGVFFI5784IBZU.tsv.gz	s3://igvf-public/2026/01/28/e1e5c924-c453-4e69-b8df-638f55fd40e6/IGVFFI5784IBZU.tsv.gz
IGVFFI4760OHJP	processed	IGVFDS3132OBKA	C39	0	C39:0	per-cell quality report	tsv	732180	ea842b4d258deb68cf262c2be2fe9806	https://api.data.igvf.org/tabular-files/IGVFFI4760OHJP/@@download/IGVFFI4760OHJP.tsv.gz	s3://igvf-public/2026/07/31/6edabcb1-a648-4ff7-86bc-02421d8a0233/IGVFFI4760OHJP.tsv.gz
IGVFFI4412FPJL	processed	IGVFDS4368TXEB	C39	12	C39:12	alignments	bam	49219195584	4beeaf2356143af0cbb4f22cc90bb2ba	https://api.data.igvf.org/alignment-files/IGVFFI4412FPJL/@@download/IGVFFI4412FPJL.bam	s3://igvf-public/2026/01/28/e6cf568d-2c89-42ba-819f-7c97fe4c7a93/IGVFFI4412FPJL.bam
IGVFFI6095HZES	processed	IGVFDS4368TXEB	C39	12	C39:12	alignments	bam	7023160447	2611ed97c9d77bf8ba2dcafcc7285053	https://api.data.igvf.org/alignment-files/IGVFFI6095HZES/@@download/IGVFFI6095HZES.bam	s3://igvf-public/2026/02/03/79fee15d-8a76-4848-b3b5-53c7e631caf9/IGVFFI6095HZES.bam
IGVFFI0257XIZS	processed	IGVFDS4368TXEB	C39	12	C39:12	cell by bin methylation count matrix	h5ad	65025792	a86dccc20ef5a5ae88dd65f71e9aca5f	https://api.data.igvf.org/matrix-files/IGVFFI0257XIZS/@@download/IGVFFI0257XIZS.h5ad	s3://igvf-public/2026/01/28/82bb08e7-a6d5-40d1-ac86-d99f0d9a5a60/IGVFFI0257XIZS.h5ad
IGVFFI5471KWTD	processed	IGVFDS4368TXEB	C39	12	C39:12	cell by gene matrix	h5ad	45116596	be38c1b77e9fa9d467bb2b8beda4d57e	https://api.data.igvf.org/matrix-files/IGVFFI5471KWTD/@@download/IGVFFI5471KWTD.h5ad	s3://igvf-public/2026/01/28/a92b662b-eaa0-468a-8bd6-42a3eeb08cf5/IGVFFI5471KWTD.h5ad
IGVFFI1022QAIN	processed	IGVFDS4368TXEB	C39	12	C39:12	cell by position methylation count matrix	h5ad	11487106560	94c6b435cba63f95a3135ca9e6381172	https://api.data.igvf.org/matrix-files/IGVFFI1022QAIN/@@download/IGVFFI1022QAIN.h5ad	s3://igvf-public/2026/02/17/ff3cc536-ade9-4fcc-b2c4-6777c53f5033/IGVFFI1022QAIN.h5ad
IGVFFI5705GYJY	processed	IGVFDS4368TXEB	C39	12	C39:12	methylation counts	tsv	152921891	7f6b8b4dc834744eea6dececed637cd9	https://api.data.igvf.org/tabular-files/IGVFFI5705GYJY/@@download/IGVFFI5705GYJY.tsv.gz	s3://igvf-public/2026/01/28/9c9345d5-ec4f-48a6-8311-dc57d78ee1db/IGVFFI5705GYJY.tsv.gz
IGVFFI3578DBSY	processed	IGVFDS4368TXEB	C39	12	C39:12	per-cell quality report	tsv	766824	4db6254dcfb421e4095758ec164d270c	https://api.data.igvf.org/tabular-files/IGVFFI3578DBSY/@@download/IGVFFI3578DBSY.tsv.gz	s3://igvf-public/2026/07/31/6f0aa475-d718-42f4-9e2c-fc19108b16ed/IGVFFI3578DBSY.tsv.gz
IGVFFI3391AWIX	processed	IGVFDS1519DIBO	C39	14	C39:14	alignments	bam	5387287130	97cfb345e6f932a49381c47735807d31	https://api.data.igvf.org/alignment-files/IGVFFI3391AWIX/@@download/IGVFFI3391AWIX.bam	s3://igvf-public/2026/02/03/23c7b752-06d8-4ecc-8a7f-e755735af6ea/IGVFFI3391AWIX.bam
IGVFFI3800FCYW	processed	IGVFDS1519DIBO	C39	14	C39:14	alignments	bam	44922724469	af2d97790f7f807336d4f6a9135edd66	https://api.data.igvf.org/alignment-files/IGVFFI3800FCYW/@@download/IGVFFI3800FCYW.bam	s3://igvf-public/2026/01/28/8c0f4147-c63e-4a4b-a727-3a9f90ecb821/IGVFFI3800FCYW.bam
IGVFFI7483XIRV	processed	IGVFDS1519DIBO	C39	14	C39:14	cell by bin methylation count matrix	h5ad	53865360	a2407cb95c83fdfd765de715956e86cc	https://api.data.igvf.org/matrix-files/IGVFFI7483XIRV/@@download/IGVFFI7483XIRV.h5ad	s3://igvf-public/2026/01/28/b0006d47-788c-455e-abff-891db15872c7/IGVFFI7483XIRV.h5ad
IGVFFI0393OQAL	processed	IGVFDS1519DIBO	C39	14	C39:14	cell by gene matrix	h5ad	37528160	1d77dfa70ae4544390b1176ca623d647	https://api.data.igvf.org/matrix-files/IGVFFI0393OQAL/@@download/IGVFFI0393OQAL.h5ad	s3://igvf-public/2026/01/28/11dfebc5-7741-48e3-8c3e-df69bc2366b4/IGVFFI0393OQAL.h5ad
IGVFFI6612NSWE	processed	IGVFDS1519DIBO	C39	14	C39:14	cell by position methylation count matrix	h5ad	10488141240	3fc856c5708326af551ca17ad77bacd5	https://api.data.igvf.org/matrix-files/IGVFFI6612NSWE/@@download/IGVFFI6612NSWE.h5ad	s3://igvf-public/2026/02/17/639bfbbe-5fc8-4467-8e31-1af4c89ff479/IGVFFI6612NSWE.h5ad
IGVFFI1769UMQS	processed	IGVFDS1519DIBO	C39	14	C39:14	methylation counts	tsv	151087546	19c8706e853fed9daabf21a2e2f109a3	https://api.data.igvf.org/tabular-files/IGVFFI1769UMQS/@@download/IGVFFI1769UMQS.tsv.gz	s3://igvf-public/2026/01/28/a66752ec-ebb2-45e8-bde0-e26b8d2a223e/IGVFFI1769UMQS.tsv.gz
IGVFFI5995VAPU	processed	IGVFDS1519DIBO	C39	14	C39:14	per-cell quality report	tsv	720682	4f602d9218b8112c7bf3e508c72a17d5	https://api.data.igvf.org/tabular-files/IGVFFI5995VAPU/@@download/IGVFFI5995VAPU.tsv.gz	s3://igvf-public/2026/07/31/c79f4f87-2712-4d74-9a83-32838f6d5b9b/IGVFFI5995VAPU.tsv.gz
IGVFFI0697WXAD	processed	IGVFDS9271IEUD	C39	16	C39:16	alignments	bam	5695013964	ab82a872423502e44912b1a07a4e34fe	https://api.data.igvf.org/alignment-files/IGVFFI0697WXAD/@@download/IGVFFI0697WXAD.bam	s3://igvf-public/2026/02/03/1214bea2-780f-4c31-a324-62a32af3f7a9/IGVFFI0697WXAD.bam
IGVFFI1497RFPC	processed	IGVFDS9271IEUD	C39	16	C39:16	alignments	bam	42600005289	b479beff96ce4d8387b2eea078f927f5	https://api.data.igvf.org/alignment-files/IGVFFI1497RFPC/@@download/IGVFFI1497RFPC.bam	s3://igvf-public/2026/01/28/9399ecff-56f0-463b-84b0-81cddd66bece/IGVFFI1497RFPC.bam
IGVFFI6094TCEH	processed	IGVFDS9271IEUD	C39	16	C39:16	cell by bin methylation count matrix	h5ad	58237488	9517bceee880cfcb4cad71072818d0b1	https://api.data.igvf.org/matrix-files/IGVFFI6094TCEH/@@download/IGVFFI6094TCEH.h5ad	s3://igvf-public/2026/01/28/46079e2b-121c-4bc7-819f-a492b20e721d/IGVFFI6094TCEH.h5ad
IGVFFI1775ZIUW	processed	IGVFDS9271IEUD	C39	16	C39:16	cell by gene matrix	h5ad	37852068	17f4af0e8d7d350e12145bd4a7b25704	https://api.data.igvf.org/matrix-files/IGVFFI1775ZIUW/@@download/IGVFFI1775ZIUW.h5ad	s3://igvf-public/2026/01/28/2c9b9fad-939a-4a85-87b6-dced8b7d9ba2/IGVFFI1775ZIUW.h5ad
IGVFFI3242QDPF	processed	IGVFDS9271IEUD	C39	16	C39:16	cell by position methylation count matrix	h5ad	10139281960	9eb2ebf5a4ce17dfbad60a23ba1ab359	https://api.data.igvf.org/matrix-files/IGVFFI3242QDPF/@@download/IGVFFI3242QDPF.h5ad	s3://igvf-public/2026/02/17/dfe82cf2-abab-48d4-8e9e-0edd16de5128/IGVFFI3242QDPF.h5ad
IGVFFI8547DDON	processed	IGVFDS9271IEUD	C39	16	C39:16	methylation counts	tsv	150114995	1e0c052ca8e3f3932c03d95fd3d37a16	https://api.data.igvf.org/tabular-files/IGVFFI8547DDON/@@download/IGVFFI8547DDON.tsv.gz	s3://igvf-public/2026/01/28/a87289c2-df3b-4723-91db-e5bdde9e0aac/IGVFFI8547DDON.tsv.gz
IGVFFI9710EOVF	processed	IGVFDS9271IEUD	C39	16	C39:16	per-cell quality report	tsv	766112	07fe44eb46302e5648cf32c93c1827cf	https://api.data.igvf.org/tabular-files/IGVFFI9710EOVF/@@download/IGVFFI9710EOVF.tsv.gz	s3://igvf-public/2026/07/31/e7ea140b-7e7a-48cb-936d-9f2b6316dd51/IGVFFI9710EOVF.tsv.gz
IGVFFI0339UPVG	processed	IGVFDS2417QOAI	C39	18	C39:18	alignments	bam	46362600580	b83e76efd02d2d72151b9a2601c7c864	https://api.data.igvf.org/alignment-files/IGVFFI0339UPVG/@@download/IGVFFI0339UPVG.bam	s3://igvf-public/2026/01/28/4e7749a8-1845-49bc-b3ac-4f8b5f0ac6d9/IGVFFI0339UPVG.bam
IGVFFI5954UBCM	processed	IGVFDS2417QOAI	C39	18	C39:18	alignments	bam	1699028402	f5f2402d5b444acbbbe0ee55091505d8	https://api.data.igvf.org/alignment-files/IGVFFI5954UBCM/@@download/IGVFFI5954UBCM.bam	s3://igvf-public/2026/02/03/1a586cb3-2753-4538-97eb-efdd8e7c37b0/IGVFFI5954UBCM.bam
IGVFFI8823YPRN	processed	IGVFDS2417QOAI	C39	18	C39:18	cell by bin methylation count matrix	h5ad	8039472	a41d435642696e2f89eefd386b93510f	https://api.data.igvf.org/matrix-files/IGVFFI8823YPRN/@@download/IGVFFI8823YPRN.h5ad	s3://igvf-public/2026/01/28/3375b2ac-d4c4-4750-b47d-969855f6539f/IGVFFI8823YPRN.h5ad
IGVFFI1752IRBE	processed	IGVFDS2417QOAI	C39	18	C39:18	cell by gene matrix	h5ad	10730600	848d5f9e562d01bc51c76dfe16c97953	https://api.data.igvf.org/matrix-files/IGVFFI1752IRBE/@@download/IGVFFI1752IRBE.h5ad	s3://igvf-public/2026/01/28/b1beede4-0343-43d6-bb89-e9f513940260/IGVFFI1752IRBE.h5ad
IGVFFI9297NSLW	processed	IGVFDS2417QOAI	C39	18	C39:18	cell by position methylation count matrix	h5ad	10981463528	852a877dbf681676d762d72aca16af84	https://api.data.igvf.org/matrix-files/IGVFFI9297NSLW/@@download/IGVFFI9297NSLW.h5ad	s3://igvf-public/2026/02/17/b7ffcc6a-ae25-46ac-8d00-c5d1bb036a4d/IGVFFI9297NSLW.h5ad
IGVFFI7889OMJF	processed	IGVFDS2417QOAI	C39	18	C39:18	methylation counts	tsv	151479191	0be00875a72167dca9e03bb8568f396b	https://api.data.igvf.org/tabular-files/IGVFFI7889OMJF/@@download/IGVFFI7889OMJF.tsv.gz	s3://igvf-public/2026/01/28/53399793-d52e-44f6-9af6-cf8d2d5465d4/IGVFFI7889OMJF.tsv.gz
