file_accession	tier	file_set	donors	days	donor_days	content_type	file_format	size_bytes	md5sum	download_url	s3_uri
IGVFFI5787HUPL	processed	IGVFDS5099GDWA	C38	3	C38:3	alignments	bam	60950583165	e0ee1f2ee4c192075013a9eb2318e37c	https://api.data.igvf.org/alignment-files/IGVFFI5787HUPL/@@download/IGVFFI5787HUPL.bam	s3://igvf-public/2026/01/28/7dd0227f-2604-4f65-9f3c-4ab123c32966/IGVFFI5787HUPL.bam
IGVFFI3083SDJJ	processed	IGVFDS5099GDWA	C38	3	C38:3	cell by bin contact matrix	mcool	159631971	2a20aa23737bc8ceaf4baf8c536b6b72	https://api.data.igvf.org/matrix-files/IGVFFI3083SDJJ/@@download/IGVFFI3083SDJJ.mcool	s3://igvf-public/2026/01/28/a0885fa6-0a1c-4288-896c-c68d88128add/IGVFFI3083SDJJ.mcool
IGVFFI6617OUXG	processed	IGVFDS5099GDWA	C38	3	C38:3	cell by bin methylation count matrix	h5ad	97958722	1e28189df2c5249405813912bfe4c5b2	https://api.data.igvf.org/matrix-files/IGVFFI6617OUXG/@@download/IGVFFI6617OUXG.h5ad	s3://igvf-public/2026/01/28/598ce898-1bd2-48a3-9be1-1799cea3fece/IGVFFI6617OUXG.h5ad
IGVFFI6286WUXT	processed	IGVFDS5099GDWA	C38	3	C38:3	cell by position methylation count matrix	h5ad	12061791816	af176109a6f1f04c3115cf4b7f77746f	https://api.data.igvf.org/matrix-files/IGVFFI6286WUXT/@@download/IGVFFI6286WUXT.h5ad	s3://igvf-public/2026/02/17/09ba7678-c1d9-4df5-852f-51cf32108259/IGVFFI6286WUXT.h5ad
IGVFFI7433LWDZ	processed	IGVFDS5099GDWA	C38	3	C38:3	chromatin contact quantifications	bedpe	5024152530	85cb87db8e12e6a2bbf57e11089f5df3	https://api.data.igvf.org/tabular-files/IGVFFI7433LWDZ/@@download/IGVFFI7433LWDZ.bedpe.gz	s3://igvf-public/2026/01/28/c1fc3ee2-fa44-453b-a5f0-6443875e8d39/IGVFFI7433LWDZ.tsv.gz
IGVFFI0062BAOO	processed	IGVFDS5099GDWA	C38	3	C38:3	index	tbi	2264320	af14185b5ffc04dafc4cc4445f1b009c	https://api.data.igvf.org/index-files/IGVFFI0062BAOO/@@download/IGVFFI0062BAOO.tbi	s3://igvf-public/2026/03/26/4b5a44c6-afcc-495b-9818-ae15b59048fc/IGVFFI0062BAOO.tbi
IGVFFI9879VRBH	processed	IGVFDS5099GDWA	C38	3	C38:3	methylation counts	tsv	158026557	4752755445d8a1828d8580058eb0d43b	https://api.data.igvf.org/tabular-files/IGVFFI9879VRBH/@@download/IGVFFI9879VRBH.tsv.gz	s3://igvf-public/2026/01/28/affa68e6-bfac-4dda-bddf-dfefaf47f7ac/IGVFFI9879VRBH.tsv.gz
IGVFFI9984WVGC	processed	IGVFDS5099GDWA	C38	3	C38:3	per-cell quality report	tsv	331118	e4a54a02f5b4c850a7eec2835ad2d132	https://api.data.igvf.org/tabular-files/IGVFFI9984WVGC/@@download/IGVFFI9984WVGC.tsv.gz	s3://igvf-public/2026/07/31/2c37e1ae-bdb5-4079-9b83-fc247cc7bb60/IGVFFI9984WVGC.tsv.gz
IGVFFI4383NLKC	processed	IGVFDS3848GJOJ	C38	5	C38:5	alignments	bam	53878746729	684d19c197f9240abfb680a967a78c00	https://api.data.igvf.org/alignment-files/IGVFFI4383NLKC/@@download/IGVFFI4383NLKC.bam	s3://igvf-public/2026/01/28/f2f10fdc-9d58-45bd-9bbe-04ec64786742/IGVFFI4383NLKC.bam
IGVFFI2355QWSB	processed	IGVFDS3848GJOJ	C38	5	C38:5	cell by bin contact matrix	mcool	125879785	b4c9030b7dbb2957b1e7cf48a701de73	https://api.data.igvf.org/matrix-files/IGVFFI2355QWSB/@@download/IGVFFI2355QWSB.mcool	s3://igvf-public/2026/01/28/64de2087-4cbe-41f4-929a-55406dfa54ad/IGVFFI2355QWSB.mcool
IGVFFI4083DOQV	processed	IGVFDS3848GJOJ	C38	5	C38:5	cell by bin methylation count matrix	h5ad	97958722	a861122542befec9e8e077b815435219	https://api.data.igvf.org/matrix-files/IGVFFI4083DOQV/@@download/IGVFFI4083DOQV.h5ad	s3://igvf-public/2026/01/28/c9b70cf8-9798-4f63-95ab-7e3afad899c1/IGVFFI4083DOQV.h5ad
IGVFFI9794XDCH	processed	IGVFDS3848GJOJ	C38	5	C38:5	cell by position methylation count matrix	h5ad	10176637672	735398d1c9c7ff42fb66e80c0461c7a0	https://api.data.igvf.org/matrix-files/IGVFFI9794XDCH/@@download/IGVFFI9794XDCH.h5ad	s3://igvf-public/2026/02/17/421e552a-affc-4d1f-91e4-a07757da84c4/IGVFFI9794XDCH.h5ad
IGVFFI9144AWGN	processed	IGVFDS3848GJOJ	C38	5	C38:5	chromatin contact quantifications	bedpe	3967524799	8568104969808a25f7f6bac0aebf020b	https://api.data.igvf.org/tabular-files/IGVFFI9144AWGN/@@download/IGVFFI9144AWGN.bedpe.gz	s3://igvf-public/2026/01/28/38b8f704-bacb-491d-87d1-be3b0bd06cd8/IGVFFI9144AWGN.tsv.gz
IGVFFI8586QPQL	processed	IGVFDS3848GJOJ	C38	5	C38:5	index	tbi	2184177	10d276a4a107a131e27853d393d414a4	https://api.data.igvf.org/index-files/IGVFFI8586QPQL/@@download/IGVFFI8586QPQL.tbi	s3://igvf-public/2026/03/26/b7bf3399-8a94-4ad5-be38-0f1888b3aed5/IGVFFI8586QPQL.tbi
IGVFFI3900EJYF	processed	IGVFDS3848GJOJ	C38	5	C38:5	methylation counts	tsv	154675413	e60aabb46b19a52eaeec594145fb2bf4	https://api.data.igvf.org/tabular-files/IGVFFI3900EJYF/@@download/IGVFFI3900EJYF.tsv.gz	s3://igvf-public/2026/01/28/8bc309d4-ebe7-4794-9886-02979c1e7fea/IGVFFI3900EJYF.tsv.gz
IGVFFI8659LYEP	processed	IGVFDS3848GJOJ	C38	5	C38:5	per-cell quality report	tsv	314420	eeadee949da325f91c36fe3be7c775b8	https://api.data.igvf.org/tabular-files/IGVFFI8659LYEP/@@download/IGVFFI8659LYEP.tsv.gz	s3://igvf-public/2026/07/31/54069640-1ec4-4a1e-9504-90711464602e/IGVFFI8659LYEP.tsv.gz
IGVFFI0321RHTT	processed	IGVFDS3824DKDI	C38	7	C38:7	alignments	bam	61715451561	77f126f3c2952a2a0318021edfdbc893	https://api.data.igvf.org/alignment-files/IGVFFI0321RHTT/@@download/IGVFFI0321RHTT.bam	s3://igvf-public/2026/01/28/f2bea9a5-5adb-4b94-bd98-9c5a93fa1bb7/IGVFFI0321RHTT.bam
IGVFFI2220IFSF	processed	IGVFDS3824DKDI	C38	7	C38:7	cell by bin contact matrix	mcool	185176931	3c60506e686e398c7f0c7e5e689ad63e	https://api.data.igvf.org/matrix-files/IGVFFI2220IFSF/@@download/IGVFFI2220IFSF.mcool	s3://igvf-public/2026/01/28/56c93dbb-3796-4367-95e2-1245a0b51bca/IGVFFI2220IFSF.mcool
IGVFFI8881WKMV	processed	IGVFDS3824DKDI	C38	7	C38:7	cell by bin methylation count matrix	h5ad	97958722	d46b46f1aa80dabe22da4ea98e92c8ac	https://api.data.igvf.org/matrix-files/IGVFFI8881WKMV/@@download/IGVFFI8881WKMV.h5ad	s3://igvf-public/2026/01/28/57e98d57-9976-4afd-a8c2-260c051437d4/IGVFFI8881WKMV.h5ad
IGVFFI7198PIGR	processed	IGVFDS3824DKDI	C38	7	C38:7	cell by position methylation count matrix	h5ad	11621389896	bcf1d9a76f20d3308e0f0f2f422f5c90	https://api.data.igvf.org/matrix-files/IGVFFI7198PIGR/@@download/IGVFFI7198PIGR.h5ad	s3://igvf-public/2026/02/17/98f34c18-1636-4702-9051-1236c9816398/IGVFFI7198PIGR.h5ad
IGVFFI9502YONT	processed	IGVFDS3824DKDI	C38	7	C38:7	chromatin contact quantifications	bedpe	4736751409	e8728950710f0af1bdb74a8be2a1d72c	https://api.data.igvf.org/tabular-files/IGVFFI9502YONT/@@download/IGVFFI9502YONT.bedpe.gz	s3://igvf-public/2026/01/28/585465a9-850c-4a97-9647-afc9cb466219/IGVFFI9502YONT.tsv.gz
IGVFFI4936HAUX	processed	IGVFDS3824DKDI	C38	7	C38:7	index	tbi	2252266	beddc89c1e6857f87dedaa71df5aab02	https://api.data.igvf.org/index-files/IGVFFI4936HAUX/@@download/IGVFFI4936HAUX.tbi	s3://igvf-public/2026/03/26/b910295d-d4c6-4a24-b77b-97faa5a99a37/IGVFFI4936HAUX.tbi
IGVFFI4764DHKL	processed	IGVFDS3824DKDI	C38	7	C38:7	methylation counts	tsv	157843340	065fda5bca42501d75cf14b0e47329a0	https://api.data.igvf.org/tabular-files/IGVFFI4764DHKL/@@download/IGVFFI4764DHKL.tsv.gz	s3://igvf-public/2026/01/28/2f68c932-1990-42ef-9970-fe05f1bb7875/IGVFFI4764DHKL.tsv.gz
IGVFFI4074BZPH	processed	IGVFDS3824DKDI	C38	7	C38:7	per-cell quality report	tsv	331200	600dc92b3473ff1bcabd418865f3a149	https://api.data.igvf.org/tabular-files/IGVFFI4074BZPH/@@download/IGVFFI4074BZPH.tsv.gz	s3://igvf-public/2026/07/31/00b34e33-d481-48d2-85eb-ca17b10eb3d3/IGVFFI4074BZPH.tsv.gz
IGVFFI8540HFOK	processed	IGVFDS5022RJMW	C38	9	C38:9	alignments	bam	52005151540	3919dac4ad986cacf5de03c5b113cb8a	https://api.data.igvf.org/alignment-files/IGVFFI8540HFOK/@@download/IGVFFI8540HFOK.bam	s3://igvf-public/2026/01/28/73ddfdcf-7ea7-441f-8cc5-a4ea7c103b7c/IGVFFI8540HFOK.bam
IGVFFI5138PWFF	processed	IGVFDS5022RJMW	C38	9	C38:9	cell by bin contact matrix	mcool	142385352	53278749b5725ae7c84f57bc4ffca3b4	https://api.data.igvf.org/matrix-files/IGVFFI5138PWFF/@@download/IGVFFI5138PWFF.mcool	s3://igvf-public/2026/01/28/f39b093c-1f41-42c9-bd35-275f419ca428/IGVFFI5138PWFF.mcool
IGVFFI0650ESGK	processed	IGVFDS5022RJMW	C38	9	C38:9	cell by bin methylation count matrix	h5ad	97958722	5b29e3886360a5ffd958f76b0d7e9caf	https://api.data.igvf.org/matrix-files/IGVFFI0650ESGK/@@download/IGVFFI0650ESGK.h5ad	s3://igvf-public/2026/01/28/5f01f0a7-5cd9-4134-bff5-c9f7da9dd395/IGVFFI0650ESGK.h5ad
IGVFFI8781TQQQ	processed	IGVFDS5022RJMW	C38	9	C38:9	cell by position methylation count matrix	h5ad	10271086152	dbadf0f88c3a5cb4728233dce4b40b78	https://api.data.igvf.org/matrix-files/IGVFFI8781TQQQ/@@download/IGVFFI8781TQQQ.h5ad	s3://igvf-public/2026/02/17/01608c6b-ddc7-4476-9eb4-e3af72b6aa9a/IGVFFI8781TQQQ.h5ad
IGVFFI9149FSBA	processed	IGVFDS5022RJMW	C38	9	C38:9	chromatin contact quantifications	bedpe	3927985011	489d0f3f9bf3469772716c49acae1a02	https://api.data.igvf.org/tabular-files/IGVFFI9149FSBA/@@download/IGVFFI9149FSBA.bedpe.gz	s3://igvf-public/2026/01/28/f0615b7f-b35d-4af3-805f-110bd3fca576/IGVFFI9149FSBA.tsv.gz
IGVFFI1351BMEC	processed	IGVFDS5022RJMW	C38	9	C38:9	index	tbi	2177989	da44c9cb45e7b767da6e3900f6dd5628	https://api.data.igvf.org/index-files/IGVFFI1351BMEC/@@download/IGVFFI1351BMEC.tbi	s3://igvf-public/2026/03/26/8143d9bd-1a1d-440c-86e2-3736f98a1a6c/IGVFFI1351BMEC.tbi
IGVFFI7710AOFL	processed	IGVFDS5022RJMW	C38	9	C38:9	methylation counts	tsv	154785129	35a7c9e4fe7a45503df4aa1568ed43cf	https://api.data.igvf.org/tabular-files/IGVFFI7710AOFL/@@download/IGVFFI7710AOFL.tsv.gz	s3://igvf-public/2026/01/28/30cf5956-3dfa-4c7a-a381-9dd6e7162473/IGVFFI7710AOFL.tsv.gz
IGVFFI8157UVIR	processed	IGVFDS5022RJMW	C38	9	C38:9	per-cell quality report	tsv	329333	37378f6711cdaff1c5f6f28035398820	https://api.data.igvf.org/tabular-files/IGVFFI8157UVIR/@@download/IGVFFI8157UVIR.tsv.gz	s3://igvf-public/2026/07/31/a52a493c-829d-4249-8135-70d3f58364bc/IGVFFI8157UVIR.tsv.gz
IGVFFI2136RBZT	processed	IGVFDS5927RLRJ	C39	0	C39:0	alignments	bam	61521712415	a5ab9cd58d16b8263b2afd21fa8cc4ce	https://api.data.igvf.org/alignment-files/IGVFFI2136RBZT/@@download/IGVFFI2136RBZT.bam	s3://igvf-public/2026/01/28/7e3006e9-dfd8-474e-b0e6-ac4f7e981c6b/IGVFFI2136RBZT.bam
IGVFFI5231UADX	processed	IGVFDS5927RLRJ	C39	0	C39:0	cell by bin contact matrix	mcool	176041145	bd90f4d889e44178cb1745c7c087064d	https://api.data.igvf.org/matrix-files/IGVFFI5231UADX/@@download/IGVFFI5231UADX.mcool	s3://igvf-public/2026/01/28/1544ca6b-92e3-4322-bcda-f43ffe183fc5/IGVFFI5231UADX.mcool
IGVFFI5035HAIJ	processed	IGVFDS5927RLRJ	C39	0	C39:0	cell by bin methylation count matrix	h5ad	97958722	02f98ecf0092651506fadbc928e8b76e	https://api.data.igvf.org/matrix-files/IGVFFI5035HAIJ/@@download/IGVFFI5035HAIJ.h5ad	s3://igvf-public/2026/01/28/6ec75675-b34f-4f40-bc71-cc80df331754/IGVFFI5035HAIJ.h5ad
IGVFFI3328MJFF	processed	IGVFDS5927RLRJ	C39	0	C39:0	cell by position methylation count matrix	h5ad	11730310728	a6c8c54d397fbc5fa94b4161704d2a5d	https://api.data.igvf.org/matrix-files/IGVFFI3328MJFF/@@download/IGVFFI3328MJFF.h5ad	s3://igvf-public/2026/02/17/b917d22b-165e-44cf-b387-9bc80ae994e3/IGVFFI3328MJFF.h5ad
IGVFFI3043KEDA	processed	IGVFDS5927RLRJ	C39	0	C39:0	chromatin contact quantifications	bedpe	4801602852	08fa65d902c34dcd3fa46e93f664773d	https://api.data.igvf.org/tabular-files/IGVFFI3043KEDA/@@download/IGVFFI3043KEDA.bedpe.gz	s3://igvf-public/2026/01/28/0f4698a1-7112-4fad-8f88-69de67615d80/IGVFFI3043KEDA.tsv.gz
IGVFFI7508LWQC	processed	IGVFDS5927RLRJ	C39	0	C39:0	index	tbi	2254403	23809eb32e334a320f93c4ba52b85b95	https://api.data.igvf.org/index-files/IGVFFI7508LWQC/@@download/IGVFFI7508LWQC.tbi	s3://igvf-public/2026/03/26/d8336168-649d-474f-a825-8e92fe9d6865/IGVFFI7508LWQC.tbi
IGVFFI6924MRZO	processed	IGVFDS5927RLRJ	C39	0	C39:0	methylation counts	tsv	157561428	bbaefc9a9ae15362e02dcdad40df0b95	https://api.data.igvf.org/tabular-files/IGVFFI6924MRZO/@@download/IGVFFI6924MRZO.tsv.gz	s3://igvf-public/2026/01/28/580e207b-8452-423a-a0f6-644a2a57fab4/IGVFFI6924MRZO.tsv.gz
IGVFFI8897ZWNB	processed	IGVFDS5927RLRJ	C39	0	C39:0	per-cell quality report	tsv	315581	c720d3a0192266ab3d38920bb868f5d8	https://api.data.igvf.org/tabular-files/IGVFFI8897ZWNB/@@download/IGVFFI8897ZWNB.tsv.gz	s3://igvf-public/2026/07/31/958bdd8a-2cd6-49de-bb78-24bcd3928c81/IGVFFI8897ZWNB.tsv.gz
IGVFFI8556URCN	processed	IGVFDS7034ETJG	C39	12	C39:12	alignments	bam	60596897567	9702e699aa0068800654b1fac70313d6	https://api.data.igvf.org/alignment-files/IGVFFI8556URCN/@@download/IGVFFI8556URCN.bam	s3://igvf-public/2026/01/28/64199673-9fa0-461c-9769-44eab976dcbb/IGVFFI8556URCN.bam
IGVFFI8737WFIE	processed	IGVFDS7034ETJG	C39	12	C39:12	cell by bin contact matrix	mcool	163852364	7cf9bc803dacca040722a3a265d488ca	https://api.data.igvf.org/matrix-files/IGVFFI8737WFIE/@@download/IGVFFI8737WFIE.mcool	s3://igvf-public/2026/01/28/8b3380d9-3b64-4a11-bbb0-837e71faa6f5/IGVFFI8737WFIE.mcool
IGVFFI4661UQML	processed	IGVFDS7034ETJG	C39	12	C39:12	cell by bin methylation count matrix	h5ad	97958722	8808ebccfeea84078a3c814d1cc5634f	https://api.data.igvf.org/matrix-files/IGVFFI4661UQML/@@download/IGVFFI4661UQML.h5ad	s3://igvf-public/2026/01/28/b93031c2-4cd7-4542-a4aa-2fa231323411/IGVFFI4661UQML.h5ad
IGVFFI1794DFHU	processed	IGVFDS7034ETJG	C39	12	C39:12	cell by position methylation count matrix	h5ad	11523282504	a5ada39a6850b668617fb45362261ba2	https://api.data.igvf.org/matrix-files/IGVFFI1794DFHU/@@download/IGVFFI1794DFHU.h5ad	s3://igvf-public/2026/02/17/0706294e-59c8-4672-ab85-5658f51129e2/IGVFFI1794DFHU.h5ad
IGVFFI6300AAIZ	processed	IGVFDS7034ETJG	C39	12	C39:12	chromatin contact quantifications	bedpe	4423240498	71a09169cf632ab149dae6ca94979724	https://api.data.igvf.org/tabular-files/IGVFFI6300AAIZ/@@download/IGVFFI6300AAIZ.bedpe.gz	s3://igvf-public/2026/01/28/ea6cf706-ed45-49ba-b8eb-42c9a02255b9/IGVFFI6300AAIZ.tsv.gz
IGVFFI5568BKNZ	processed	IGVFDS7034ETJG	C39	12	C39:12	index	tbi	2232772	d41315b9eefb0609e0313b62ae995ab4	https://api.data.igvf.org/index-files/IGVFFI5568BKNZ/@@download/IGVFFI5568BKNZ.tbi	s3://igvf-public/2026/03/26/7f05ab70-acf6-41f9-92f9-4250735434c5/IGVFFI5568BKNZ.tbi
IGVFFI1413LBLO	processed	IGVFDS7034ETJG	C39	12	C39:12	methylation counts	tsv	157067989	7afeb758c32995c1212ba244936b82b7	https://api.data.igvf.org/tabular-files/IGVFFI1413LBLO/@@download/IGVFFI1413LBLO.tsv.gz	s3://igvf-public/2026/01/28/23898989-d52d-4c25-ac75-e53a68f8ecaa/IGVFFI1413LBLO.tsv.gz
IGVFFI5535XCGB	processed	IGVFDS7034ETJG	C39	12	C39:12	per-cell quality report	tsv	314101	2d0a13791d7452e076b01fe45fd64600	https://api.data.igvf.org/tabular-files/IGVFFI5535XCGB/@@download/IGVFFI5535XCGB.tsv.gz	s3://igvf-public/2026/07/31/912824da-336e-4765-8704-a0184d56d7f3/IGVFFI5535XCGB.tsv.gz
IGVFFI2157OPMN	processed	IGVFDS3785PRPT	C39	14	C39:14	alignments	bam	55093083095	1b3ed3ce2a791d9e01e3ced3525c41dc	https://api.data.igvf.org/alignment-files/IGVFFI2157OPMN/@@download/IGVFFI2157OPMN.bam	s3://igvf-public/2026/01/28/551ff860-6813-4e85-956c-b7f403027b06/IGVFFI2157OPMN.bam
IGVFFI2053FHSU	processed	IGVFDS3785PRPT	C39	14	C39:14	cell by bin contact matrix	mcool	141447786	5b6bb8296b812fc803e9c81c5bd22701	https://api.data.igvf.org/matrix-files/IGVFFI2053FHSU/@@download/IGVFFI2053FHSU.mcool	s3://igvf-public/2026/01/28/2d6f590d-47a6-49b0-bc23-9b2160ecb3e5/IGVFFI2053FHSU.mcool
IGVFFI7793QSJP	processed	IGVFDS3785PRPT	C39	14	C39:14	cell by bin methylation count matrix	h5ad	97962818	42e89a66a3c9a79d726a4dde59c66b5c	https://api.data.igvf.org/matrix-files/IGVFFI7793QSJP/@@download/IGVFFI7793QSJP.h5ad	s3://igvf-public/2026/01/28/71681ed2-17ee-455f-8d38-7ac037bc2907/IGVFFI7793QSJP.h5ad
IGVFFI7726DTYH	processed	IGVFDS3785PRPT	C39	14	C39:14	cell by position methylation count matrix	h5ad	10498452200	c6c5d322dc6043700564c013eb7dd397	https://api.data.igvf.org/matrix-files/IGVFFI7726DTYH/@@download/IGVFFI7726DTYH.h5ad	s3://igvf-public/2026/02/17/98b0e511-d0f8-4d2b-8866-408dee9fc6c0/IGVFFI7726DTYH.h5ad
IGVFFI5347FGYP	processed	IGVFDS3785PRPT	C39	14	C39:14	chromatin contact quantifications	bedpe	4061252827	fb6a1035f2cc1ccf692baed872db1058	https://api.data.igvf.org/tabular-files/IGVFFI5347FGYP/@@download/IGVFFI5347FGYP.bedpe.gz	s3://igvf-public/2026/01/28/97df2008-c195-4dfe-988b-231b95e39fe1/IGVFFI5347FGYP.tsv.gz
IGVFFI5443ZKJA	processed	IGVFDS3785PRPT	C39	14	C39:14	index	tbi	2195791	bc1b699b31b2a8da06e1682a4275fbdb	https://api.data.igvf.org/index-files/IGVFFI5443ZKJA/@@download/IGVFFI5443ZKJA.tbi	s3://igvf-public/2026/03/26/9d4f0128-8891-4592-9bdd-417a35823262/IGVFFI5443ZKJA.tbi
IGVFFI6662VFKC	processed	IGVFDS3785PRPT	C39	14	C39:14	methylation counts	tsv	155940061	4c902881ca210d4c92fcab70003e2703	https://api.data.igvf.org/tabular-files/IGVFFI6662VFKC/@@download/IGVFFI6662VFKC.tsv.gz	s3://igvf-public/2026/01/28/cd78bff1-bebe-465e-bfbb-1e04e5b5551d/IGVFFI6662VFKC.tsv.gz
IGVFFI0395OMAY	processed	IGVFDS3785PRPT	C39	14	C39:14	per-cell quality report	tsv	314995	a0f50192bf70fcfcb97cf4de06d524b1	https://api.data.igvf.org/tabular-files/IGVFFI0395OMAY/@@download/IGVFFI0395OMAY.tsv.gz	s3://igvf-public/2026/07/31/5f0f5f08-bca8-477c-9c27-0909d4b33cc9/IGVFFI0395OMAY.tsv.gz
IGVFFI1457BUOQ	processed	IGVFDS8816OJRX	C39	16	C39:16	alignments	bam	69858656561	89607ce9e2f45aa7de724be7fbaf86a0	https://api.data.igvf.org/alignment-files/IGVFFI1457BUOQ/@@download/IGVFFI1457BUOQ.bam	s3://igvf-public/2026/01/28/91ae6ab7-217e-4012-9920-b3518b5066af/IGVFFI1457BUOQ.bam
IGVFFI3904EXBZ	processed	IGVFDS8816OJRX	C39	16	C39:16	cell by bin contact matrix	mcool	157588100	31998e93df0f0b1612e26bec6bbba835	https://api.data.igvf.org/matrix-files/IGVFFI3904EXBZ/@@download/IGVFFI3904EXBZ.mcool	s3://igvf-public/2026/01/28/2ec5f656-fd9d-4a32-a75d-1ce7e50f4be3/IGVFFI3904EXBZ.mcool
IGVFFI6803EVBI	processed	IGVFDS8816OJRX	C39	16	C39:16	cell by bin methylation count matrix	h5ad	97962818	58252a48451ee8569ea54dcaadf5609d	https://api.data.igvf.org/matrix-files/IGVFFI6803EVBI/@@download/IGVFFI6803EVBI.h5ad	s3://igvf-public/2026/01/28/907e215e-bafb-4bc7-ae69-fa7276f85b1a/IGVFFI6803EVBI.h5ad
IGVFFI1965FHTU	processed	IGVFDS8816OJRX	C39	16	C39:16	cell by position methylation count matrix	h5ad	12889511040	f647fddd262f952e78b6d9b61d5e5f75	https://api.data.igvf.org/matrix-files/IGVFFI1965FHTU/@@download/IGVFFI1965FHTU.h5ad	s3://igvf-public/2026/02/17/269b5970-860f-4b9a-9f03-9cecd019091f/IGVFFI1965FHTU.h5ad
IGVFFI1583NYQA	processed	IGVFDS8816OJRX	C39	16	C39:16	chromatin contact quantifications	bedpe	5225745568	45fed9c059a0c50522311e4f19987bc2	https://api.data.igvf.org/tabular-files/IGVFFI1583NYQA/@@download/IGVFFI1583NYQA.bedpe.gz	s3://igvf-public/2026/01/28/2282d532-498e-4433-a79f-fa9203846848/IGVFFI1583NYQA.tsv.gz
IGVFFI8981ZBWT	processed	IGVFDS8816OJRX	C39	16	C39:16	index	tbi	2272024	a114bbc3a77d7d0ad933fefed14be0d2	https://api.data.igvf.org/index-files/IGVFFI8981ZBWT/@@download/IGVFFI8981ZBWT.tbi	s3://igvf-public/2026/03/26/2ec07041-12a0-45c8-b107-a4ab810a0c68/IGVFFI8981ZBWT.tbi
IGVFFI3693CUJH	processed	IGVFDS8816OJRX	C39	16	C39:16	methylation counts	tsv	159829324	d4c48a4b098ca22c60a88ff607255af0	https://api.data.igvf.org/tabular-files/IGVFFI3693CUJH/@@download/IGVFFI3693CUJH.tsv.gz	s3://igvf-public/2026/01/28/f1ccd4c4-914e-4abd-84dd-0159e5bfb860/IGVFFI3693CUJH.tsv.gz
IGVFFI6293RTZW	processed	IGVFDS8816OJRX	C39	16	C39:16	per-cell quality report	tsv	333058	805bcec9f11a9a4ff37738b16bd84f88	https://api.data.igvf.org/tabular-files/IGVFFI6293RTZW/@@download/IGVFFI6293RTZW.tsv.gz	s3://igvf-public/2026/07/31/9385cb95-ba73-444e-8688-628140019919/IGVFFI6293RTZW.tsv.gz
IGVFFI3536EQKE	processed	IGVFDS9271QBLR	C39	18	C39:18	alignments	bam	56625520057	df582e44bd79236a8d2c2eb8e31a40df	https://api.data.igvf.org/alignment-files/IGVFFI3536EQKE/@@download/IGVFFI3536EQKE.bam	s3://igvf-public/2026/01/28/9b931408-1530-40d0-82e9-38d3e4a7a6a8/IGVFFI3536EQKE.bam
IGVFFI2008KHBN	processed	IGVFDS9271QBLR	C39	18	C39:18	cell by bin contact matrix	mcool	145273895	d7996fe37d00b382ff0621f1f41be90e	https://api.data.igvf.org/matrix-files/IGVFFI2008KHBN/@@download/IGVFFI2008KHBN.mcool	s3://igvf-public/2026/01/28/9f65695a-2916-4daf-bd5f-864517e79f54/IGVFFI2008KHBN.mcool
IGVFFI9347DSYG	processed	IGVFDS9271QBLR	C39	18	C39:18	cell by bin methylation count matrix	h5ad	97962818	146d95241c9b0ffb34119c19f2373c62	https://api.data.igvf.org/matrix-files/IGVFFI9347DSYG/@@download/IGVFFI9347DSYG.h5ad	s3://igvf-public/2026/01/28/db5a09c8-15cc-4b74-935c-1d2f3e4e663a/IGVFFI9347DSYG.h5ad
IGVFFI4983IAIM	processed	IGVFDS9271QBLR	C39	18	C39:18	cell by position methylation count matrix	h5ad	11568502344	eb6c0ab10933bdd2985637141fd017d4	https://api.data.igvf.org/matrix-files/IGVFFI4983IAIM/@@download/IGVFFI4983IAIM.h5ad	s3://igvf-public/2026/02/17/baedebe7-a4b5-40f5-861c-34ee498a8099/IGVFFI4983IAIM.h5ad
IGVFFI7303OFDY	processed	IGVFDS9271QBLR	C39	18	C39:18	chromatin contact quantifications	bedpe	4004566185	c31172c9adf8acffec2410ddb9055811	https://api.data.igvf.org/tabular-files/IGVFFI7303OFDY/@@download/IGVFFI7303OFDY.bedpe.gz	s3://igvf-public/2026/01/28/50a93b64-3890-47cc-9e14-efd988ce56a4/IGVFFI7303OFDY.tsv.gz
IGVFFI4354FXTT	processed	IGVFDS9271QBLR	C39	18	C39:18	index	tbi	2189226	9b63731119ea9e4ffa5417412bb2c9fe	https://api.data.igvf.org/index-files/IGVFFI4354FXTT/@@download/IGVFFI4354FXTT.tbi	s3://igvf-public/2026/03/26/c286bbbf-8566-4279-b547-9a3b15f580aa/IGVFFI4354FXTT.tbi
IGVFFI9479STQM	processed	IGVFDS9271QBLR	C39	18	C39:18	methylation counts	tsv	157129425	90672eec6598eff95d9ee2e04ffb7963	https://api.data.igvf.org/tabular-files/IGVFFI9479STQM/@@download/IGVFFI9479STQM.tsv.gz	s3://igvf-public/2026/01/28/93ad2f7b-71a7-434e-84ea-74428a7608d5/IGVFFI9479STQM.tsv.gz
IGVFFI6003EBHF	processed	IGVFDS9271QBLR	C39	18	C39:18	per-cell quality report	tsv	330439	4cbdf079e2be57d5a7cbeed8457685b9	https://api.data.igvf.org/tabular-files/IGVFFI6003EBHF/@@download/IGVFFI6003EBHF.tsv.gz	s3://igvf-public/2026/07/31/0643bc27-8bea-46ae-b3fb-4a8b3f1ced36/IGVFFI6003EBHF.tsv.gz
