file_accession	tier	file_set	donors	days	content_type	file_format	size_bytes	md5sum	download_url	s3_uri
IGVFFI3939RCIP	raw	IGVFDS4429VWLZ	C39	12	reads	fastq	3251541203	3c15d857494d9ea6b54ff67dc9e0b51a	https://api.data.igvf.org/sequence-files/IGVFFI3939RCIP/@@download/IGVFFI3939RCIP.fastq.gz	s3://igvf-public/2024/11/17/9c8a2079-ee4d-4d98-943c-04ee984c9c82/IGVFFI3939RCIP.fastq.gz
IGVFFI4038UNIV	raw	IGVFDS4429VWLZ	C39	12	reads	fastq	3052903636	bc762c9840dfd372c932b5bd4c292e63	https://api.data.igvf.org/sequence-files/IGVFFI4038UNIV/@@download/IGVFFI4038UNIV.fastq.gz	s3://igvf-public/2024/11/17/1bafdacc-5d78-4cba-b35c-281a1b348ec4/IGVFFI4038UNIV.fastq.gz
IGVFFI4654TYHJ	raw	IGVFDS4429VWLZ	C39	12	reads	fastq	3004848076	10629b215cc01d761fee385ad8afe3e6	https://api.data.igvf.org/sequence-files/IGVFFI4654TYHJ/@@download/IGVFFI4654TYHJ.fastq.gz	s3://igvf-public/2024/11/17/fb607ba3-705d-4d17-a92c-1f7fc1b5536c/IGVFFI4654TYHJ.fastq.gz
IGVFFI4958OJTZ	raw	IGVFDS4429VWLZ	C39	12	reads	fastq	3181272403	d6dd5121eb023e64b8d50198afee166f	https://api.data.igvf.org/sequence-files/IGVFFI4958OJTZ/@@download/IGVFFI4958OJTZ.fastq.gz	s3://igvf-public/2024/11/17/a70ba8b0-ad4f-4453-88e4-c9701b1898b5/IGVFFI4958OJTZ.fastq.gz
IGVFFI5386BUQU	raw	IGVFDS4429VWLZ	C39	12	reads	fastq	3158241148	e5a307a739d9df371c3d8325a67c2514	https://api.data.igvf.org/sequence-files/IGVFFI5386BUQU/@@download/IGVFFI5386BUQU.fastq.gz	s3://igvf-public/2024/11/17/57269569-f32f-428e-87d0-ebae2555b65b/IGVFFI5386BUQU.fastq.gz
IGVFFI5753FVJW	raw	IGVFDS4429VWLZ	C39	12	reads	fastq	3262369322	09b80cad2c1b9f25f8ecb38cd7c74951	https://api.data.igvf.org/sequence-files/IGVFFI5753FVJW/@@download/IGVFFI5753FVJW.fastq.gz	s3://igvf-public/2024/11/17/849537ac-973e-4a56-925d-c328c488ab85/IGVFFI5753FVJW.fastq.gz
IGVFFI6325XSMR	raw	IGVFDS4429VWLZ	C39	12	reads	fastq	3047723233	9119c7c7d53b97a37b3cb284404f9cb8	https://api.data.igvf.org/sequence-files/IGVFFI6325XSMR/@@download/IGVFFI6325XSMR.fastq.gz	s3://igvf-public/2024/11/17/029a737f-324d-49f5-b500-ac50908182d0/IGVFFI6325XSMR.fastq.gz
IGVFFI6343YBGM	raw	IGVFDS4429VWLZ	C39	12	reads	fastq	3214419435	fedb23276275f523f4dbdc9cc5da9438	https://api.data.igvf.org/sequence-files/IGVFFI6343YBGM/@@download/IGVFFI6343YBGM.fastq.gz	s3://igvf-public/2024/11/17/49dbfda3-118e-417d-878d-d42ca00d2729/IGVFFI6343YBGM.fastq.gz
IGVFFI8286XUPV	raw	IGVFDS4429VWLZ	C39	12	reads	fastq	3122386612	b8397777bab017bb5a7611fac57188a2	https://api.data.igvf.org/sequence-files/IGVFFI8286XUPV/@@download/IGVFFI8286XUPV.fastq.gz	s3://igvf-public/2024/11/17/e67fe165-e2d4-4200-b500-cc4baaa36506/IGVFFI8286XUPV.fastq.gz
IGVFFI0959DFDX	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2797779830	3fe7e5542a94618d8f1eeb2cbec22d0e	https://api.data.igvf.org/sequence-files/IGVFFI0959DFDX/@@download/IGVFFI0959DFDX.fastq.gz	s3://igvf-public/2024/11/17/313e7142-d3b8-480c-a9e9-d11d1b56a951/IGVFFI0959DFDX.fastq.gz
IGVFFI2422WTGH	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2904793710	8dd5330c23825e6b2aeaf9c6f224b625	https://api.data.igvf.org/sequence-files/IGVFFI2422WTGH/@@download/IGVFFI2422WTGH.fastq.gz	s3://igvf-public/2024/11/17/c51fae6a-7f5e-433b-8d8d-cb74d6b821cd/IGVFFI2422WTGH.fastq.gz
IGVFFI3026GVWR	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2925688426	8d6dc29aef0127979e74042feb888738	https://api.data.igvf.org/sequence-files/IGVFFI3026GVWR/@@download/IGVFFI3026GVWR.fastq.gz	s3://igvf-public/2024/11/17/5f2c983c-2202-4d04-b397-e288fe8b7489/IGVFFI3026GVWR.fastq.gz
IGVFFI3063EPJI	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2852983024	c216f44f3f1d9254703e7957e1ba2661	https://api.data.igvf.org/sequence-files/IGVFFI3063EPJI/@@download/IGVFFI3063EPJI.fastq.gz	s3://igvf-public/2024/11/17/a288a49d-2da3-4260-aadc-d8259f37f99f/IGVFFI3063EPJI.fastq.gz
IGVFFI3516UBXF	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2973408025	251431abefcfd6f405cf5b5bf113783f	https://api.data.igvf.org/sequence-files/IGVFFI3516UBXF/@@download/IGVFFI3516UBXF.fastq.gz	s3://igvf-public/2024/11/17/1ab7f0c7-3ee4-481c-8cf4-9b57311414ab/IGVFFI3516UBXF.fastq.gz
IGVFFI3575TGLX	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2876351129	8f54e02c6f39d699b35fcf94d1f1315c	https://api.data.igvf.org/sequence-files/IGVFFI3575TGLX/@@download/IGVFFI3575TGLX.fastq.gz	s3://igvf-public/2024/11/17/7921cbc6-499b-4b1f-a835-6129a52341ae/IGVFFI3575TGLX.fastq.gz
IGVFFI4565EKNC	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2932114462	468eac1a31f995eff8ffc22cf429df92	https://api.data.igvf.org/sequence-files/IGVFFI4565EKNC/@@download/IGVFFI4565EKNC.fastq.gz	s3://igvf-public/2024/11/17/90948ead-ff8d-4212-8015-5f022adb0ccd/IGVFFI4565EKNC.fastq.gz
IGVFFI4778HVIU	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2893659810	844d0be1d6cd8a322d78ef686c40336b	https://api.data.igvf.org/sequence-files/IGVFFI4778HVIU/@@download/IGVFFI4778HVIU.fastq.gz	s3://igvf-public/2024/11/17/fd7a0f9a-b327-4209-a420-dbafa58f9138/IGVFFI4778HVIU.fastq.gz
IGVFFI5263IBLI	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2930131526	d5a0ffb34c40443129108855411485e9	https://api.data.igvf.org/sequence-files/IGVFFI5263IBLI/@@download/IGVFFI5263IBLI.fastq.gz	s3://igvf-public/2024/11/17/8602f5ef-2715-46fd-9008-1beba05cdab5/IGVFFI5263IBLI.fastq.gz
IGVFFI6530GMVH	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2898576913	716cf49153986b1184f139a4ca2726c2	https://api.data.igvf.org/sequence-files/IGVFFI6530GMVH/@@download/IGVFFI6530GMVH.fastq.gz	s3://igvf-public/2024/11/17/600f8e43-4e07-4249-91b1-22b196adbe4a/IGVFFI6530GMVH.fastq.gz
IGVFFI6688ALWT	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2818220986	d748f1a5d2c11104a06a78e31ee1f4af	https://api.data.igvf.org/sequence-files/IGVFFI6688ALWT/@@download/IGVFFI6688ALWT.fastq.gz	s3://igvf-public/2024/11/17/a1aeadd4-eda6-405d-a5e1-8dbd0412ebff/IGVFFI6688ALWT.fastq.gz
IGVFFI7139KPMD	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2896930047	a85a7cc57c28eab5c6d609bea368a8c5	https://api.data.igvf.org/sequence-files/IGVFFI7139KPMD/@@download/IGVFFI7139KPMD.fastq.gz	s3://igvf-public/2024/11/17/acb2ddc6-c686-4003-9e4c-f039f5937ac6/IGVFFI7139KPMD.fastq.gz
IGVFFI7885DHZL	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2770549563	8b6e542cffe3f66ed0daef9d27d360a1	https://api.data.igvf.org/sequence-files/IGVFFI7885DHZL/@@download/IGVFFI7885DHZL.fastq.gz	s3://igvf-public/2024/11/17/99476606-6ef2-4a7e-8f5e-07ee66eee512/IGVFFI7885DHZL.fastq.gz
IGVFFI8039ZLER	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2751242904	840603e54f3cfed7ce5159616ccf7c63	https://api.data.igvf.org/sequence-files/IGVFFI8039ZLER/@@download/IGVFFI8039ZLER.fastq.gz	s3://igvf-public/2024/11/17/26022808-e216-411a-bf5a-4da05e057c73/IGVFFI8039ZLER.fastq.gz
IGVFFI9192KIZR	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2853267438	b79a6d051bacdc9c97b33da1b1df9d3d	https://api.data.igvf.org/sequence-files/IGVFFI9192KIZR/@@download/IGVFFI9192KIZR.fastq.gz	s3://igvf-public/2024/11/17/facb845e-98b9-43d1-acc2-b0ec4eda75e2/IGVFFI9192KIZR.fastq.gz
IGVFFI9367LIUX	raw	IGVFDS7606ECSX	C39	14	reads	fastq	2884151206	3aefd20152c4c1147fe8246f0d0c9603	https://api.data.igvf.org/sequence-files/IGVFFI9367LIUX/@@download/IGVFFI9367LIUX.fastq.gz	s3://igvf-public/2024/11/17/09bb74e1-85d9-4cc5-bcb6-5886d717559f/IGVFFI9367LIUX.fastq.gz
IGVFFI0186FKKJ	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2642702198	bf2323690bd24c30433882a832202f08	https://api.data.igvf.org/sequence-files/IGVFFI0186FKKJ/@@download/IGVFFI0186FKKJ.fastq.gz	s3://igvf-public/2024/11/19/a9d9fc72-c3f8-43ef-a145-e5e40928de37/IGVFFI0186FKKJ.fastq.gz
IGVFFI0231IWEL	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2740268563	c78b35c826e492aa91f5d01bcbd4a8f4	https://api.data.igvf.org/sequence-files/IGVFFI0231IWEL/@@download/IGVFFI0231IWEL.fastq.gz	s3://igvf-public/2024/11/19/d77425d5-43ee-4e73-950d-6b388e04a762/IGVFFI0231IWEL.fastq.gz
IGVFFI0240RIJV	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2666417355	914442f267eae86480f7f3721ced9a52	https://api.data.igvf.org/sequence-files/IGVFFI0240RIJV/@@download/IGVFFI0240RIJV.fastq.gz	s3://igvf-public/2024/11/19/77258cc3-2fe7-482a-9617-6210d4e69099/IGVFFI0240RIJV.fastq.gz
IGVFFI0296UJYX	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2698618158	8dd4ddc381c01aba730f2a818fcf726f	https://api.data.igvf.org/sequence-files/IGVFFI0296UJYX/@@download/IGVFFI0296UJYX.fastq.gz	s3://igvf-public/2024/11/19/38144852-d282-496f-8a32-98c6234e184a/IGVFFI0296UJYX.fastq.gz
IGVFFI0668MPYF	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2637028742	84bed068b57def972f411450ce1c392f	https://api.data.igvf.org/sequence-files/IGVFFI0668MPYF/@@download/IGVFFI0668MPYF.fastq.gz	s3://igvf-public/2024/11/19/9c42bd8b-ec49-4a7c-ace4-45fcc294e59f/IGVFFI0668MPYF.fastq.gz
IGVFFI0748RFPP	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2733291896	5962e788494ac6188fbaf530ca56a90d	https://api.data.igvf.org/sequence-files/IGVFFI0748RFPP/@@download/IGVFFI0748RFPP.fastq.gz	s3://igvf-public/2024/11/19/47981826-6806-4c24-b30d-22cd7fd21c93/IGVFFI0748RFPP.fastq.gz
IGVFFI1245NEGW	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2656185444	84697afcdf9988f4222e4ec5f9a5944c	https://api.data.igvf.org/sequence-files/IGVFFI1245NEGW/@@download/IGVFFI1245NEGW.fastq.gz	s3://igvf-public/2024/11/19/2b186b7a-eb54-4aef-9b58-3e3612e73b7b/IGVFFI1245NEGW.fastq.gz
IGVFFI1330XNXA	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2648742398	172ee0e04dd172f049d74a8332c90af6	https://api.data.igvf.org/sequence-files/IGVFFI1330XNXA/@@download/IGVFFI1330XNXA.fastq.gz	s3://igvf-public/2024/11/19/6092f652-95f2-438f-aac0-fba2680d3cfe/IGVFFI1330XNXA.fastq.gz
IGVFFI3545BXVL	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2747262002	ee6c931451a493e4b5f0ae2e84010982	https://api.data.igvf.org/sequence-files/IGVFFI3545BXVL/@@download/IGVFFI3545BXVL.fastq.gz	s3://igvf-public/2024/11/19/a24c240f-75c9-4d5d-a5cd-621a64a1af45/IGVFFI3545BXVL.fastq.gz
IGVFFI4105LPRJ	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2706121678	5509b51f2d31044684495c7d574b0d44	https://api.data.igvf.org/sequence-files/IGVFFI4105LPRJ/@@download/IGVFFI4105LPRJ.fastq.gz	s3://igvf-public/2024/11/19/b8174c79-b87a-4323-a93c-e8885f009ecd/IGVFFI4105LPRJ.fastq.gz
IGVFFI6663SCGI	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2624453155	492df50609610f06fdf8fb0c2a9a5137	https://api.data.igvf.org/sequence-files/IGVFFI6663SCGI/@@download/IGVFFI6663SCGI.fastq.gz	s3://igvf-public/2024/11/19/1b7b0986-9481-41a5-a4aa-f59291af9e22/IGVFFI6663SCGI.fastq.gz
IGVFFI7084VABW	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2696852924	353f1127f61a0a91eadd5db75c2aa91e	https://api.data.igvf.org/sequence-files/IGVFFI7084VABW/@@download/IGVFFI7084VABW.fastq.gz	s3://igvf-public/2024/11/19/72b7b393-aeee-40bc-b409-68a604381502/IGVFFI7084VABW.fastq.gz
IGVFFI7794HGHW	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2713468730	3fafa5dd446c49bb35275dfef55311ac	https://api.data.igvf.org/sequence-files/IGVFFI7794HGHW/@@download/IGVFFI7794HGHW.fastq.gz	s3://igvf-public/2024/11/19/2323e070-ac1a-4db4-a6ce-30bcdf990596/IGVFFI7794HGHW.fastq.gz
IGVFFI9024PQDS	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2762357799	d5ba0f3343208f9bcc4175ffb50b7ee7	https://api.data.igvf.org/sequence-files/IGVFFI9024PQDS/@@download/IGVFFI9024PQDS.fastq.gz	s3://igvf-public/2024/11/19/ef31dcc7-bcaa-41ff-a467-3ea936fd1742/IGVFFI9024PQDS.fastq.gz
IGVFFI9267DHSG	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2784806457	f54bb83d02d864893a2487323eb423bb	https://api.data.igvf.org/sequence-files/IGVFFI9267DHSG/@@download/IGVFFI9267DHSG.fastq.gz	s3://igvf-public/2024/11/19/c3066695-c9db-46b0-bcc5-4b94db8c4fb4/IGVFFI9267DHSG.fastq.gz
IGVFFI9635WYIJ	raw	IGVFDS0635LULZ	C39	16	reads	fastq	2800654943	286927ad99b7e1b2aba1e23278e7eb1e	https://api.data.igvf.org/sequence-files/IGVFFI9635WYIJ/@@download/IGVFFI9635WYIJ.fastq.gz	s3://igvf-public/2024/11/19/ce18010e-724d-41a8-a22a-d4a7be155acb/IGVFFI9635WYIJ.fastq.gz
IGVFFI1429GOKP	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3394435497	8e96a011d36291571c1b1ace3c08cc37	https://api.data.igvf.org/sequence-files/IGVFFI1429GOKP/@@download/IGVFFI1429GOKP.fastq.gz	s3://igvf-public/2024/11/16/405492d1-d70a-43ed-91f9-a5e610cb72a9/IGVFFI1429GOKP.fastq.gz
IGVFFI1504AMHS	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3380557164	03e694f1f5ec8636e77e049cf7b0c643	https://api.data.igvf.org/sequence-files/IGVFFI1504AMHS/@@download/IGVFFI1504AMHS.fastq.gz	s3://igvf-public/2024/11/16/5ff284c4-8ade-4ae6-9d54-4ac485656521/IGVFFI1504AMHS.fastq.gz
IGVFFI1531ZGEZ	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3360851303	0ea1cb15f4a77ddeef8665aa1a7643d4	https://api.data.igvf.org/sequence-files/IGVFFI1531ZGEZ/@@download/IGVFFI1531ZGEZ.fastq.gz	s3://igvf-public/2024/11/16/29f583de-42fc-4b9e-ae0f-6f6de0aeb07b/IGVFFI1531ZGEZ.fastq.gz
IGVFFI1948ABFI	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3284143176	1780d17fed6624acf6386e990ab37f60	https://api.data.igvf.org/sequence-files/IGVFFI1948ABFI/@@download/IGVFFI1948ABFI.fastq.gz	s3://igvf-public/2024/11/16/2242a4a0-44a2-4f96-9391-533b8c9b118d/IGVFFI1948ABFI.fastq.gz
IGVFFI2269KBLE	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3244367685	efa96520f7b99a1662d54ad45d58ced5	https://api.data.igvf.org/sequence-files/IGVFFI2269KBLE/@@download/IGVFFI2269KBLE.fastq.gz	s3://igvf-public/2024/11/15/25fd6b2c-0d98-4233-86b3-eee4ac656816/IGVFFI2269KBLE.fastq.gz
IGVFFI2680GVSJ	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3242747134	f2628f81a08d3788ad0d4b8487e72d4d	https://api.data.igvf.org/sequence-files/IGVFFI2680GVSJ/@@download/IGVFFI2680GVSJ.fastq.gz	s3://igvf-public/2024/11/15/dda7d707-05a4-4319-8002-8dd958ecd768/IGVFFI2680GVSJ.fastq.gz
IGVFFI3088RDRS	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3369568982	7275f31c0a0be0dae7922589c9dc90da	https://api.data.igvf.org/sequence-files/IGVFFI3088RDRS/@@download/IGVFFI3088RDRS.fastq.gz	s3://igvf-public/2024/11/16/514e0f52-b0f5-4b83-9a3d-71ec5c2e9612/IGVFFI3088RDRS.fastq.gz
IGVFFI3244BHJO	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3317761258	0031748a389fd9b9748799f64aae8e6b	https://api.data.igvf.org/sequence-files/IGVFFI3244BHJO/@@download/IGVFFI3244BHJO.fastq.gz	s3://igvf-public/2024/11/15/d3658ce1-3de6-4d9e-a515-204a87d3be38/IGVFFI3244BHJO.fastq.gz
IGVFFI3947RBWS	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3391566617	efef5b18308e9d24ce177ac3c2054bbb	https://api.data.igvf.org/sequence-files/IGVFFI3947RBWS/@@download/IGVFFI3947RBWS.fastq.gz	s3://igvf-public/2024/11/16/9480f3f8-0708-48a2-b1c8-4cd710c8b17c/IGVFFI3947RBWS.fastq.gz
IGVFFI4244MFMO	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3304540447	d8eecb04c296a744eaa647fc526001ae	https://api.data.igvf.org/sequence-files/IGVFFI4244MFMO/@@download/IGVFFI4244MFMO.fastq.gz	s3://igvf-public/2024/11/15/7df74384-2dba-4aa7-8a17-ccada135663f/IGVFFI4244MFMO.fastq.gz
IGVFFI4668BJML	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3318842553	8246a23926ef160338cbe5e7ea29acae	https://api.data.igvf.org/sequence-files/IGVFFI4668BJML/@@download/IGVFFI4668BJML.fastq.gz	s3://igvf-public/2024/11/15/b5872263-fa0e-413d-a5c4-fc727d3d6a27/IGVFFI4668BJML.fastq.gz
IGVFFI5093IZKN	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3299276456	766b36d718b4b71036ee0eed7622d7a1	https://api.data.igvf.org/sequence-files/IGVFFI5093IZKN/@@download/IGVFFI5093IZKN.fastq.gz	s3://igvf-public/2024/11/16/7d349a28-d3eb-45ea-bf37-ae13cdb6c36e/IGVFFI5093IZKN.fastq.gz
IGVFFI5451PEMK	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3332243684	aa8aa906cb766ef13fd042116df0e8fb	https://api.data.igvf.org/sequence-files/IGVFFI5451PEMK/@@download/IGVFFI5451PEMK.fastq.gz	s3://igvf-public/2024/11/15/a0c24fdd-fc0f-47d2-a523-587302892c4b/IGVFFI5451PEMK.fastq.gz
IGVFFI5906ISBB	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3324064845	8293111788e4561c1768e1b0864e332c	https://api.data.igvf.org/sequence-files/IGVFFI5906ISBB/@@download/IGVFFI5906ISBB.fastq.gz	s3://igvf-public/2024/11/16/c105c2ac-3930-47b5-81a1-7d44124ebfe8/IGVFFI5906ISBB.fastq.gz
IGVFFI8621ZPNS	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3377798571	65c5d814fb9046e36daa4a195b8a6458	https://api.data.igvf.org/sequence-files/IGVFFI8621ZPNS/@@download/IGVFFI8621ZPNS.fastq.gz	s3://igvf-public/2024/11/16/5a126790-87a7-4eed-a07d-bc39b0b49e06/IGVFFI8621ZPNS.fastq.gz
IGVFFI8859OEIL	raw	IGVFDS1180HGHV	C39	18	reads	fastq	3316390771	401e55eab62a4ee7e40831bc9728a218	https://api.data.igvf.org/sequence-files/IGVFFI8859OEIL/@@download/IGVFFI8859OEIL.fastq.gz	s3://igvf-public/2024/11/15/dc4590e9-945d-47d3-bb29-a6a9349ac6a4/IGVFFI8859OEIL.fastq.gz
IGVFFI3190RDKP	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2818838485	d03f1a311018e249a34a26f0c029183f	https://api.data.igvf.org/sequence-files/IGVFFI3190RDKP/@@download/IGVFFI3190RDKP.fastq.gz	s3://igvf-public/2024/11/17/5ca53d11-a12b-402a-a7d2-d164a086dc1b/IGVFFI3190RDKP.fastq.gz
IGVFFI3515XSAX	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2755391409	ea5b5948e2c5a252090c6de9a8873e52	https://api.data.igvf.org/sequence-files/IGVFFI3515XSAX/@@download/IGVFFI3515XSAX.fastq.gz	s3://igvf-public/2024/11/17/4d8f94c2-7790-49c5-830b-85a3a567d2a1/IGVFFI3515XSAX.fastq.gz
IGVFFI3837GWXG	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2768184083	16c7b6914b2e2cce3166ab01f209d23a	https://api.data.igvf.org/sequence-files/IGVFFI3837GWXG/@@download/IGVFFI3837GWXG.fastq.gz	s3://igvf-public/2024/11/17/6d1bfd8f-07be-4a7f-b48d-8ded02a910c2/IGVFFI3837GWXG.fastq.gz
IGVFFI4249ZULU	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2872061844	86da49f97d0f74e2334ef11336a3b2e2	https://api.data.igvf.org/sequence-files/IGVFFI4249ZULU/@@download/IGVFFI4249ZULU.fastq.gz	s3://igvf-public/2024/11/17/538aebef-8d7e-492f-97af-1c19ff939b6b/IGVFFI4249ZULU.fastq.gz
IGVFFI4309AZNI	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2706948477	8319ccadbebc607e6aeb25e790fbc067	https://api.data.igvf.org/sequence-files/IGVFFI4309AZNI/@@download/IGVFFI4309AZNI.fastq.gz	s3://igvf-public/2024/11/17/b4bbc47e-d328-40ce-a77c-b407435bb974/IGVFFI4309AZNI.fastq.gz
IGVFFI4777MCFF	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2847807426	ebd6cbbab690f63c1552e215962856fe	https://api.data.igvf.org/sequence-files/IGVFFI4777MCFF/@@download/IGVFFI4777MCFF.fastq.gz	s3://igvf-public/2024/11/17/a46f5c59-8a77-4bc7-aa63-aba77b1ec524/IGVFFI4777MCFF.fastq.gz
IGVFFI5444MOBM	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2844487365	59b0e871ed403bab39829e374d862d15	https://api.data.igvf.org/sequence-files/IGVFFI5444MOBM/@@download/IGVFFI5444MOBM.fastq.gz	s3://igvf-public/2024/11/17/8e3f87dc-91c2-4e93-b131-daf385aad786/IGVFFI5444MOBM.fastq.gz
IGVFFI5733RAUU	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2784321010	5f0b591aad63acf636e02cc896f5ff79	https://api.data.igvf.org/sequence-files/IGVFFI5733RAUU/@@download/IGVFFI5733RAUU.fastq.gz	s3://igvf-public/2024/11/17/dd989bb1-bf33-4ba6-943c-dfc120b9f87f/IGVFFI5733RAUU.fastq.gz
IGVFFI6781SJOX	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2794478363	0d6d3457bebb62c105708f91624781d1	https://api.data.igvf.org/sequence-files/IGVFFI6781SJOX/@@download/IGVFFI6781SJOX.fastq.gz	s3://igvf-public/2024/11/17/9209a028-c72e-4828-ad53-2b465e1ab8b5/IGVFFI6781SJOX.fastq.gz
IGVFFI7069EDYF	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2919217324	b020dae4a3457280e737bd9c653e4c8b	https://api.data.igvf.org/sequence-files/IGVFFI7069EDYF/@@download/IGVFFI7069EDYF.fastq.gz	s3://igvf-public/2024/11/17/ff696084-4c76-4866-9a1a-42d9a8049582/IGVFFI7069EDYF.fastq.gz
IGVFFI7618CYKM	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2837530526	4ff0895eaa0500e1c6a5ed7e44467a2c	https://api.data.igvf.org/sequence-files/IGVFFI7618CYKM/@@download/IGVFFI7618CYKM.fastq.gz	s3://igvf-public/2024/11/17/c6fe39dc-b120-4283-850b-190a1fe5f47c/IGVFFI7618CYKM.fastq.gz
IGVFFI8588VISO	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2703706665	948634f3389f1af25c335707f9a142ae	https://api.data.igvf.org/sequence-files/IGVFFI8588VISO/@@download/IGVFFI8588VISO.fastq.gz	s3://igvf-public/2024/11/17/ea02d014-6d14-4fd6-bd96-48c94b61b01b/IGVFFI8588VISO.fastq.gz
IGVFFI8745SCQK	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2759471637	cd67c4445282c836ef9cd98b69a00610	https://api.data.igvf.org/sequence-files/IGVFFI8745SCQK/@@download/IGVFFI8745SCQK.fastq.gz	s3://igvf-public/2024/11/17/ea82eed0-48e4-4572-800e-20fd23426aba/IGVFFI8745SCQK.fastq.gz
IGVFFI8944QZLN	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2655906444	e4fe669206ba223b263e2b73ab8a5f49	https://api.data.igvf.org/sequence-files/IGVFFI8944QZLN/@@download/IGVFFI8944QZLN.fastq.gz	s3://igvf-public/2024/11/17/c6ddf1aa-3649-4bdd-8db5-1e14d77d0319/IGVFFI8944QZLN.fastq.gz
IGVFFI9240WWXY	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2838622751	38f512e9bf0109c3a45e925a6b597ef2	https://api.data.igvf.org/sequence-files/IGVFFI9240WWXY/@@download/IGVFFI9240WWXY.fastq.gz	s3://igvf-public/2024/11/17/bd1dfa59-1302-4ce0-b6b7-8e8feb805a33/IGVFFI9240WWXY.fastq.gz
IGVFFI9432CWOR	raw	IGVFDS4418VLDF	C39	1	reads	fastq	2889758240	2eb0c48b774a755608bffbad80def0a1	https://api.data.igvf.org/sequence-files/IGVFFI9432CWOR/@@download/IGVFFI9432CWOR.fastq.gz	s3://igvf-public/2024/11/17/850551ce-97a2-4783-b52c-ce8bf7112ef1/IGVFFI9432CWOR.fastq.gz
IGVFFI1223RIEE	raw	IGVFDS3823QNVI	C39	3	reads	fastq	2607319686	2096ad251d6c11f4ce27717c40f4d145	https://api.data.igvf.org/sequence-files/IGVFFI1223RIEE/@@download/IGVFFI1223RIEE.fastq.gz	s3://igvf-public/2024/11/19/8487c02d-9bc5-42bd-8d05-38e5b1ff1867/IGVFFI1223RIEE.fastq.gz
