file_accession	tier	file_set	donors	days	donor_days	content_type	file_format	size_bytes	md5sum	download_url	s3_uri
IGVFFI4565LDVA	processed	IGVFDS3826NTFN	C29;C37;C38;C39	0;1;3;5	C29:0;C37:1;C38:3;C39:5	peaks	bed	1943920	ad479dd345b1d4204edb166e3e0c6aed	https://api.data.igvf.org/tabular-files/IGVFFI4565LDVA/@@download/IGVFFI4565LDVA.bed.gz	s3://igvf-public/2026/01/28/462e76a3-09cf-4abf-ac52-f23c091390d3/IGVFFI4565LDVA.bed.gz
IGVFFI1825NWMT	processed	IGVFDS3826NTFN	C29;C37;C38;C39	0;1;3;5	C29:0;C37:1;C38:3;C39:5	per-barcode quality report	tsv	19214368	d48a40075219be9c53cca6ac18d28839	https://api.data.igvf.org/tabular-files/IGVFFI1825NWMT/@@download/IGVFFI1825NWMT.tsv.gz	s3://igvf-public/2026/07/30/51ba3381-d315-4f2d-8b72-baea5a9d099f/IGVFFI1825NWMT.tsv.gz
IGVFFI4971OEVC	processed	IGVFDS3278JRYW	C29;C37;C38;C39	0;1;3;7	C29:7;C37:0;C38:1;C39:3	alignments	bam	21821927950	b7e4da5cf9e79f6d7fb6ff05f0f00702	https://api.data.igvf.org/alignment-files/IGVFFI4971OEVC/@@download/IGVFFI4971OEVC.bam	s3://igvf-public/2026/01/27/5158e040-c9b2-4bf1-96f4-a7aaa77216be/IGVFFI4971OEVC.bam
IGVFFI6899LQVM	processed	IGVFDS3278JRYW	C29;C37;C38;C39	0;1;3;7	C29:7;C37:0;C38:1;C39:3	alignments	bam	57007906492	202fd371f27c04922deaa0347a387175	https://api.data.igvf.org/alignment-files/IGVFFI6899LQVM/@@download/IGVFFI6899LQVM.bam	s3://igvf-public/2026/01/27/4eb42c51-9bf0-4421-a752-e7aa7e6d58f9/IGVFFI6899LQVM.bam
IGVFFI5113SBXN	processed	IGVFDS3278JRYW	C29;C37;C38;C39	0;1;3;7	C29:7;C37:0;C38:1;C39:3	barcode to donor mapping	tsv	4504645	d01b9fab4cf9e1541ccb840664b73a2a	https://api.data.igvf.org/tabular-files/IGVFFI5113SBXN/@@download/IGVFFI5113SBXN.tsv.gz	s3://igvf-public/2026/01/26/b1c33249-d0f0-43d9-942b-af9da131c073/IGVFFI5113SBXN.tsv.gz
IGVFFI3302KXZS	processed	IGVFDS3278JRYW	C29;C37;C38;C39	0;1;3;7	C29:7;C37:0;C38:1;C39:3	cell by gene matrix	hdf5	232230423	0bda70871c3337399cb3559173d52584	https://api.data.igvf.org/matrix-files/IGVFFI3302KXZS/@@download/IGVFFI3302KXZS.h5	s3://igvf-public/2026/01/26/eb53717b-bb68-4f2b-b2d9-7f6792163597/IGVFFI3302KXZS.h5
IGVFFI9697NHEW	processed	IGVFDS3278JRYW	C29;C37;C38;C39	0;1;3;7	C29:7;C37:0;C38:1;C39:3	fragments	tsv	3105349825	967afa583ac115cc2fb9a75073f4ea4c	https://api.data.igvf.org/tabular-files/IGVFFI9697NHEW/@@download/IGVFFI9697NHEW.tsv.gz	s3://igvf-public/2026/01/26/b02cb66c-e298-466d-99b8-6d7be4d33e87/IGVFFI9697NHEW.tsv.gz
IGVFFI4209ADAF	processed	IGVFDS3278JRYW	C29;C37;C38;C39	0;1;3;7	C29:7;C37:0;C38:1;C39:3	index	tbi	1299520	44ed49781fd4319938e474ae62227704	https://api.data.igvf.org/index-files/IGVFFI4209ADAF/@@download/IGVFFI4209ADAF.tbi	s3://igvf-public/2026/01/26/8d7a090c-aa58-434d-a097-973649e05b79/IGVFFI4209ADAF.tbi
IGVFFI2157XILF	processed	IGVFDS3278JRYW	C29;C37;C38;C39	0;1;3;7	C29:7;C37:0;C38:1;C39:3	peaks	bed	2311023	e1d92cd847ec18fba70e749046740cee	https://api.data.igvf.org/tabular-files/IGVFFI2157XILF/@@download/IGVFFI2157XILF.bed.gz	s3://igvf-public/2026/01/28/0edfd17e-5489-4780-a648-77011fcde3a3/IGVFFI2157XILF.bed.gz
IGVFFI3624ZIGI	processed	IGVFDS3278JRYW	C29;C37;C38;C39	0;1;3;7	C29:7;C37:0;C38:1;C39:3	per-barcode quality report	tsv	19920135	d341f0c0f215900b7d2a2c39a6440716	https://api.data.igvf.org/tabular-files/IGVFFI3624ZIGI/@@download/IGVFFI3624ZIGI.tsv.gz	s3://igvf-public/2026/07/30/551938a8-7cdf-4d44-aba0-621f54b1e41a/IGVFFI3624ZIGI.tsv.gz
